parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock,logerror,transactiondate
12462288,1.0,,,2.0,4.0,,6.0,2.0,,,2140.0,2140.0,,,,,6037.0,,2.0,,,,2.0,33832744.0,-118170954.0,7934.0,,,,,,0100,261.0,LBR1N,60375715.041008,46298.0,3101.0,272968.0,96241.0,0.0,,,,1.0,,,1943.0,,,112692.0,563463.0,2016.0,450771.0,6740.57,,,60375715041008.0,-0.00359966291969,2017-03-30
12607363,1.0,,,2.0,2.0,,7.0,2.0,,,763.0,763.0,,,,,6037.0,,2.0,,,,2.0,33823600.0,-118342000.0,47950.0,,,,,,010C,266.0,TORR-MD,60376511.022,54722.0,3101.0,,96163.0,0.0,,,,1.0,,,2002.0,,,118000.0,327000.0,2016.0,209000.0,3822.05,,,60376511022000.0,-0.00529299176248,2017-04-07
12989388,1.0,,,3.0,4.0,,8.0,3.0,,,1605.0,1605.0,,,,,6037.0,,3.0,,,,2.0,34087315.0,-117954248.0,2316.0,,,,,,0100,261.0,BPI*,60374052.013011,10241.0,3101.0,,96465.0,0.0,,,,1.0,,,2002.0,,,147300.0,415000.0,2016.0,267700.0,5071.72,,,60374052013011.0,0.13582847906099998,2017-08-29
14190616,13.0,,,3.0,4.0,,,3.0,,,3303.0,3303.0,,,,,6059.0,2.0,3.0,2.0,512.0,,,33869444.0,-117793837.0,13000.0,1.0,,,,1.0,122,261.0,,60590218.16300301,21412.0,1286.0,,97078.0,7.0,,,,,,,1975.0,1.0,,323115.0,1150000.0,2016.0,826885.0,12939.08,,,60590218163003.0,-0.13676587092599998,2017-05-17
12417926,1.0,,,2.0,3.0,,6.0,2.0,,,1657.0,1657.0,,,,,6037.0,,2.0,,,,2.0,33871420.0,-118082465.0,6769.0,1.0,,,,1.0,0101,261.0,ATA10000*,60375548.021001,30267.0,3101.0,,96204.0,0.0,,,,1.0,,,1947.0,,,155200.0,540000.0,2016.0,384800.0,6281.06,,,60375548021001.0,-0.003544076547570001,2017-07-20
12717912,1.0,,,3.0,4.0,,7.0,3.0,,,2632.0,2632.0,,,,,6037.0,,3.0,,,,2.0,33944564.0,-118091315.0,5177.0,1.0,,,,1.0,0101,261.0,SSR1YY,60375028.01200301,13716.0,3101.0,,96201.0,0.0,,,,1.0,,,2007.0,,,219500.0,670000.0,2016.0,450500.0,8432.39,,,60375028012003.0,0.0167766661926,2017-03-09
11324269,1.0,,,3.0,3.0,,8.0,3.0,,,1974.0,1974.0,,,,,6037.0,,3.0,,,,2.0,34562001.0,-118166781.0,5902.0,,,,,,0100,261.0,PDSP,60379104.01104499,40227.0,3101.0,,97329.0,0.0,,,,1.0,,,2005.0,,,128987.0,170594.0,2016.0,41607.0,4531.7,,,60379104011045.0,0.119331772604,2017-08-28
11338161,1.0,,,4.0,4.0,,7.0,4.0,,,3413.0,3413.0,,,,,6037.0,,4.0,,,,2.0,34779658.0,-118274544.0,108555.0,,,,,,0100,261.0,LCA12*,60379009.00115699,5534.0,3101.0,,97319.0,0.0,,,,1.0,,,2007.0,,,275000.0,390000.0,2016.0,115000.0,4871.99,,,60379009001157.0,0.00561139317695,2017-05-01
10747910,1.0,,,4.0,5.0,,7.0,4.0,,,3755.0,3755.0,,,,,6037.0,,4.0,,,,2.0,34136678.0,-118829531.0,19044.0,1.0,,,,1.0,010D,269.0,WVR112000*,60378003.26300699,41673.0,3101.0,,96384.0,0.0,,,,1.0,,,1975.0,,,352343.0,678269.0,2016.0,325926.0,7972.21,,,60378003263007.0,-0.0196879753625,2017-05-19
11184920,1.0,,,3.0,4.0,,8.0,3.0,,,2337.0,2337.0,,,,,6037.0,,3.0,,,,2.0,34614120.0,-118200308.0,9085.0,1.0,,,,1.0,0101,261.0,PDRPD-1-12,60379102.10102701,40227.0,3101.0,,97329.0,0.0,,,,1.0,,,1991.0,,,238557.0,321771.0,2016.0,83214.0,4854.98,,,60379102101027.0,-0.115624973529,2017-04-21
10744092,1.0,,,5.0,4.0,,7.0,5.0,,,3744.0,3744.0,,,,,6037.0,,5.0,,,,2.0,34150823.0,-118746182.0,24512.0,,,,,,0100,261.0,AHRA2OOOO*,60378003.27200501,9840.0,3101.0,,96336.0,0.0,,,,1.0,,,2005.0,,,663857.0,1271653.0,2016.0,607796.0,14609.55,,,60378003272005.0,0.103604236311,2017-04-07
11173460,1.0,,,2.0,2.0,,6.0,2.0,,,909.0,909.0,,,,,6037.0,,2.0,,,,2.0,34400800.0,-118479000.0,294172.0,,,,,,010C,266.0,SCUR3,60379200.31300501,54311.0,3101.0,26134.0,96352.0,0.0,,,,1.0,,,1973.0,,,86296.0,157363.0,2016.0,71067.0,2406.34,,,60379200313005.0,0.640783637237,2017-07-28
11298229,1.0,,,2.0,3.0,,8.0,2.0,,,1294.0,1294.0,,,,,6037.0,,2.0,,,,2.0,34677407.0,-118102116.0,7419.0,,,,,,0100,261.0,LRRA7500*,60379005.061009,5534.0,3101.0,,97318.0,0.0,,,,1.0,,,1987.0,,,120000.0,150000.0,2016.0,30000.0,2638.36,Y,13.0,60379005061009.0,0.0422709476715,2017-01-19
11155941,1.0,,,3.0,3.0,,8.0,3.0,,,1419.0,1419.0,,,,,6037.0,,3.0,,,,2.0,34405100.0,-118452000.0,73854.0,,,,,,010C,266.0,SCSP,60379200.422011,54311.0,3101.0,37739.0,96401.0,0.0,,,,1.0,,,1992.0,,,180000.0,300000.0,2016.0,120000.0,4339.1,,,60379200422011.0,-0.0396258376229,2017-09-05
11143863,1.0,,,3.0,3.0,,8.0,3.0,,,1561.0,1561.0,,,,,6037.0,,3.0,,,,2.0,34413626.0,-118484207.0,113087.0,,,,,,010D,269.0,SCUR2,60379200.30200601,54311.0,3101.0,37739.0,96374.0,0.0,,,,1.0,,,1989.0,,,165650.0,363966.0,2016.0,198316.0,4896.71,,,60379200302006.0,-0.0327299467547,2017-04-25
12821662,1.0,,,3.0,3.0,,8.0,3.0,,,1353.0,1353.0,,,,,6037.0,,3.0,,,,2.0,33992800.0,-117971000.0,189481.0,,,,,,010C,266.0,LCRPD10000,60374085.042008,45602.0,3101.0,,96489.0,0.0,,,,1.0,,,1981.0,,,157572.0,384325.0,2016.0,226753.0,4599.16,,,60374085042008.0,0.032119553729,2017-04-10
11009937,1.0,,,4.0,4.0,,11.0,4.0,,,4231.0,4231.0,,,,,6037.0,,4.0,,,,2.0,34290178.0,-118529114.0,23176.0,1.0,,,,1.0,0101,261.0,LARE20,60371066.431007,12447.0,3101.0,31817.0,96370.0,0.0,,,,1.0,,,2004.0,,,710000.0,1253000.0,2016.0,543000.0,15310.21,Y,15.0,60371066431007.0,-0.0371423038202,2017-03-24
11079936,1.0,,,4.0,4.0,,7.0,4.0,,,2924.0,2924.0,,,,,6037.0,,4.0,,,,2.0,34245492.0,-118607167.0,7141.0,,,,,,0100,261.0,LARS,60371132.37102,12447.0,3101.0,37835.0,96346.0,0.0,,,,1.0,,,2007.0,,,346000.0,771000.0,2016.0,425000.0,9322.29,,,60371132371020.0,0.00180761400607,2017-05-31
11106597,1.0,,,3.0,3.0,,8.0,3.0,,,1960.0,1960.0,,,,,6037.0,,3.0,,,,2.0,34421788.0,-118460173.0,70164.0,,,,,,010D,269.0,SCUR2,60379200.35500401,54311.0,3101.0,37739.0,96374.0,0.0,,,,1.0,,,2002.0,,,221931.0,406055.0,2016.0,184124.0,5986.96,,,60379200355004.0,0.0362554976036,2017-01-11
10869776,1.0,,,3.0,3.0,,7.0,3.0,,,2680.0,2680.0,,,,,6037.0,,3.0,,,,2.0,34148373.0,-118497138.0,23294.0,1.0,,,,1.0,0101,261.0,LARE15,60371397.014002,12447.0,3101.0,51906.0,96426.0,0.0,,,,1.0,,,1953.0,,,2175000.0,4350000.0,2016.0,2175000.0,52182.94,,,60371397014002.0,0.040306400868900014,2017-09-06
11075215,1.0,,,3.0,5.0,,8.0,3.0,,,3442.0,3442.0,,,,,6037.0,,3.0,,,,2.0,34268056.0,-118538492.0,13364.0,,,,,,0100,261.0,LARE11,60371112.064001,12447.0,3101.0,33183.0,96356.0,0.0,,,,1.0,,,1959.0,,,210645.0,514762.0,2016.0,304117.0,6501.69,,,60371112064001.0,-0.00555693142094,2017-01-18
11569491,1.0,,,3.0,2.0,,7.0,3.0,,,1331.0,1331.0,,,,,6037.0,,3.0,,,,2.0,34046900.0,-118466000.0,7874.0,,,,,,010C,266.0,LAR3,60372643.022001,12447.0,3101.0,113910.0,96030.0,0.0,,,,1.0,,,1981.0,,,469460.0,722220.0,2016.0,252760.0,8714.88,Y,11.0,60372643022001.0,0.08483610049360002,2017-07-10
11244520,1.0,,,2.0,3.0,,8.0,2.0,,,1761.0,1761.0,,,,,6037.0,,2.0,,,,2.0,34483754.0,-117900605.0,40233.0,,,,,,0100,261.0,LCRA1*,60379110.011148,13232.0,3101.0,,97331.0,0.0,,,,1.0,,,2000.0,,,158600.0,194000.0,2016.0,35400.0,2181.91,,,60379110011148.0,-0.0123917583007,2017-05-24
11127622,1.0,,,3.0,4.0,,8.0,3.0,,,2310.0,2310.0,,,,,6037.0,,3.0,,,,2.0,34293341.0,-118551684.0,7970.0,,,,,,0100,261.0,LARS,60371081.041013,12447.0,3101.0,275078.0,96356.0,0.0,,,,1.0,,,1966.0,,,95039.0,120694.0,2016.0,25655.0,1637.75,,,60371081041013.0,-0.0717133710402,2017-03-17
11878455,1.0,,,4.0,4.0,,7.0,4.0,,,2873.0,2873.0,,,,,6037.0,,4.0,,,,2.0,34110163.0,-118166759.0,35819.0,1.0,,,,1.0,0101,261.0,SPR110000*,60374807.02201,27183.0,3101.0,,96280.0,0.0,,,,1.0,,,1925.0,,,440247.0,991414.0,2016.0,551167.0,11901.77,,,60374807022010.0,-0.0993048949643,2017-08-16
11537156,1.0,,,3.0,3.0,,9.0,3.0,,,2029.0,2029.0,,,,,6037.0,,3.0,,,,2.0,33984700.0,-118460000.0,363737.0,1.0,,,,1.0,010C,266.0,LARD6,60372739.024002,12447.0,3101.0,21056.0,96127.0,0.0,,,,1.0,,,1986.0,,,242496.0,470112.0,2016.0,227616.0,5761.96,,,60372739024002.0,-0.235113068408,2017-07-12
12162941,1.0,,,1.0,2.0,,6.0,1.0,,,1024.0,1024.0,,,,,6037.0,,1.0,,,,2.0,34194565.0,-118141652.0,7749.0,,,,,,0100,261.0,LCR175,60374602.005001,30187.0,3101.0,,96265.0,0.0,,,,1.0,,,1948.0,,,105586.0,527930.0,2016.0,422344.0,6338.06,,,60374602005001.0,-0.06321908950249999,2017-06-02
12140492,1.0,,,3.0,3.0,,8.0,3.0,,,1517.0,1517.0,,,,,6037.0,,3.0,,,,2.0,34131303.0,-118021153.0,25034.0,,,,,,010C,266.0,ARR2*,60374308.012008,50749.0,3101.0,,96267.0,0.0,,,,1.0,,,1982.0,,,219569.0,250598.0,2016.0,31029.0,3157.71,,,60374308012008.0,-0.094512752651,2017-08-18
11748729,1.0,,,2.0,2.0,,7.0,2.0,,,1280.0,1280.0,,,,,6037.0,,2.0,,,,2.0,34051700.0,-118306000.0,,,,,,,010C,266.0,LAR4,60372132.012005,12447.0,3101.0,274514.0,95987.0,0.0,,,,1.0,,,2009.0,,,218079.0,376185.0,2016.0,158106.0,4577.48,,,60372132012005.0,-0.007484530167369999,2017-05-25
11288143,1.0,,,2.0,3.0,,8.0,2.0,,,1368.0,1368.0,,,,,6037.0,,2.0,,,,2.0,34714242.0,-118146625.0,6208.0,,,,,,0100,261.0,LRRA6000*,60379008.042014,5534.0,3101.0,,97317.0,0.0,,,,1.0,,,1992.0,,,100313.0,125389.0,2016.0,25076.0,2351.77,,,60379008042014.0,-0.048807012794,2017-05-23
11324139,1.0,,,3.0,4.0,,7.0,3.0,,,2455.0,2455.0,,,,,6037.0,,3.0,,,,2.0,34565577.0,-118168101.0,5222.0,,,,,,0100,261.0,PDSP,60379102.061084,40227.0,3101.0,,97329.0,0.0,,,,1.0,,,2005.0,,,136872.0,182496.0,2016.0,45624.0,4790.41,,,60379102061084.0,-0.0181403897424,2017-09-01
11137817,1.0,,,3.0,4.0,,7.0,3.0,,,2930.0,2930.0,,,,,6037.0,,3.0,,,,2.0,34361696.0,-118540784.0,6574.0,1.0,,,,1.0,010D,269.0,SCUR1,60379203.123022,54311.0,3101.0,26134.0,96352.0,0.0,,,,1.0,,,1986.0,,,368028.0,604073.0,2016.0,236045.0,7843.13,,,60379203123022.0,0.00203057965348,2017-06-05
11182650,1.0,,,2.0,3.0,,6.0,2.0,,,1386.0,1386.0,,,,,6037.0,,2.0,,,,2.0,34621688.0,-118210065.0,7003.0,,,,,,0100,261.0,PDRPD-1-12,60379103.022025,40227.0,3101.0,,97329.0,0.0,,,,1.0,,,1988.0,,,112458.0,160004.0,2016.0,47546.0,2872.61,,,60379103022025.0,0.036727622357,2017-04-19
11048512,1.0,,,3.0,4.0,,7.0,3.0,,,2470.0,2470.0,,,,,6037.0,,3.0,,,,2.0,34263492.0,-118472572.0,106286.0,,,,,,01DC,266.0,LARD5,60371097.001013,12447.0,3101.0,31817.0,96370.0,0.0,,,,1.0,,,2005.0,,,158400.0,538000.0,2016.0,379600.0,6633.71,,,60371097001013.0,-0.0494389790552,2017-07-20
11903089,1.0,,,2.0,3.0,,6.0,2.0,,,1212.0,1212.0,,,,,6037.0,,2.0,,,,2.0,34082001.0,-118135781.0,4971.0,,,,,,0100,261.0,ALRPD*,60374809.02100401,50677.0,3101.0,,96533.0,0.0,,,,1.0,,,1940.0,,,156364.0,520871.0,2016.0,364507.0,6147.9,,,60374809021004.0,0.0898457919407,2017-09-01
11071433,1.0,,,3.0,4.0,,7.0,3.0,,,2639.0,2639.0,,,,,6037.0,,3.0,,,,2.0,34269455.0,-118592265.0,19534.0,1.0,,,,1.0,0101,261.0,LARA,60371132.111026,12447.0,3101.0,37835.0,96346.0,0.0,,,,1.0,,,1979.0,,,295130.0,731353.0,2016.0,436223.0,9100.96,,,60371132111026.0,0.00139965046374,2017-03-23
11150935,1.0,,,3.0,3.0,,8.0,3.0,,,2086.0,2086.0,,,,,6037.0,,3.0,,,,2.0,34408800.0,-118443226.0,19215.0,,,,,,010D,269.0,SCSP,60379200.431052,54311.0,3101.0,37739.0,96401.0,0.0,,,,1.0,,,2005.0,,,181000.0,500000.0,2016.0,319000.0,7874.2,,,60379200431052.0,0.028514930552,2017-08-16
12127780,1.0,,,3.0,4.0,,8.0,3.0,,,3020.0,3020.0,,,,,6037.0,,3.0,,,,2.0,34176055.0,-118078872.0,21092.0,1.0,,,,1.0,0101,261.0,LCR120,60374600.003013,,3101.0,,96295.0,0.0,,,,1.0,,,1956.0,,,610937.0,934441.0,2016.0,323504.0,10780.2,,,60374600003013.0,-0.197152265128,2017-02-16
10965014,1.0,,,2.0,2.0,,6.0,2.0,,,1065.0,1065.0,,,,,6037.0,,2.0,,,,2.0,34319700.0,-118445000.0,31030.0,,,,,,010C,266.0,LARD1.5,60371064.053,12447.0,3101.0,34213.0,96368.0,0.0,,,,1.0,,,1987.0,,,78515.0,120955.0,2016.0,42440.0,1542.29,,,60371064053000.0,0.0359927986736,2017-08-23
12100275,1.0,,,3.0,2.0,,8.0,3.0,,,2485.0,2485.0,,,,,6037.0,,3.0,,,,2.0,34130300.0,-118158000.0,20331.0,,,,,,010E,266.0,PSR1,60374639.00100601,47019.0,3101.0,275411.0,96293.0,0.0,,,,1.0,,,1964.0,,,233767.0,833338.0,2016.0,599571.0,9590.38,,,60374639001006.0,-0.0358613765729,2017-08-21
11200497,1.0,,,3.0,4.0,,8.0,3.0,,,1897.0,1897.0,,,,,6037.0,,3.0,,,,2.0,34558405.0,-118105638.0,10900.0,,,,,,0100,261.0,PDR17000*,60379105.05201,40227.0,3101.0,,97328.0,0.0,,,,1.0,,,2010.0,,,194806.0,243506.0,2016.0,48700.0,4293.01,,,60379105052010.0,0.0113830016044,2017-06-01
12863920,1.0,,,2.0,4.0,,8.0,2.0,,,1857.0,1857.0,,,,,6037.0,,2.0,,,,2.0,34117488.0,-117734858.0,10566.0,1.0,,,,1.0,0101,261.0,CLRS10000*,60374018.002016,30908.0,3101.0,764147.0,96469.0,0.0,,,,1.0,,,1963.0,,,165684.0,579897.0,2016.0,414213.0,6989.78,Y,14.0,60374018002016.0,-0.035001044171800014,2017-04-12
11236413,1.0,,,2.0,3.0,,8.0,2.0,,,1706.0,1706.0,,,,,6037.0,,2.0,,,,2.0,34549119.0,-118045340.0,7207.0,,,,,,0100,261.0,LCA11*,60379107.121023,40227.0,3101.0,,97330.0,0.0,,,,1.0,,,1992.0,,,145800.0,168384.0,2016.0,22584.0,3514.59,,,60379107121023.0,0.285077303668,2017-04-28
11297021,1.0,,,2.0,3.0,,8.0,2.0,,,1537.0,1537.0,,,,,6037.0,,2.0,,,,2.0,34689036.0,-118108828.0,14228.0,1.0,,,,1.0,0101,261.0,LRRA7500*,60379005.051003,5534.0,3101.0,,97318.0,0.0,,,,1.0,,,1956.0,,,100640.0,117849.0,2016.0,17209.0,2110.13,,,60379005051003.0,-0.06927862271549999,2017-05-19
11259727,1.0,,,3.0,4.0,,8.0,3.0,,,2737.0,2737.0,,,,,6037.0,,3.0,,,,2.0,34642930.0,-118233024.0,9577.0,1.0,,,,1.0,0101,261.0,LCA110000*,60379103.01201701,5534.0,3101.0,,97319.0,0.0,,,,1.0,,,1990.0,,,268000.0,335000.0,2016.0,67000.0,4964.36,,,60379103012017.0,-0.08082254232939999,2017-06-09
12176422,1.0,,,3.0,5.0,,7.0,3.0,,,3802.0,3802.0,,,,,6037.0,,3.0,,,,2.0,34226232.0,-118218200.0,16407.0,,,,,,0100,261.0,LFR115000*,60374606.001028,46080.0,3101.0,,96271.0,0.0,,,,1.0,,,1952.0,,,589204.0,1272269.0,2016.0,683065.0,16533.81,,,60374606001028.0,-0.018532481539900003,2017-04-10
10738879,1.0,,,3.0,4.0,,7.0,3.0,,,3146.0,3146.0,,,,,6037.0,,3.0,,,,2.0,34163351.0,-118757916.0,7086.0,,,,,,0100,261.0,AHR17000*,60378003.324001,9840.0,3101.0,,96336.0,0.0,,,,1.0,,,1980.0,,,436896.0,862535.0,2016.0,425639.0,9921.91,,,60378003324001.0,0.0183381917659,2017-07-26
13063221,1.0,,,2.0,3.0,,8.0,2.0,,,1395.0,1395.0,,,,,6037.0,,2.0,,,,2.0,34029700.0,-117792000.0,249025.0,,,,,,010C,266.0,LCR19000*,60374033.16201501,24384.0,3101.0,,96505.0,0.0,,,,1.0,,,1988.0,,,200790.0,393502.0,2016.0,192712.0,5024.74,,,60374033162015.0,-0.0542760122317,2017-08-18
11569503,1.0,,,2.0,2.0,,7.0,2.0,,,1381.0,1381.0,,,,,6037.0,,2.0,,,,2.0,34047900.0,-118466000.0,14176.0,,,,,,010C,266.0,LAR3,60372643.022001,12447.0,3101.0,113910.0,96030.0,0.0,,,,1.0,,,1969.0,,,169649.0,744700.0,2016.0,575051.0,8977.11,,,60372643022001.0,-0.0550851478978,2017-06-28
12686595,1.0,,,5.0,5.0,,,5.0,,,4656.0,4656.0,,,,,6037.0,,5.0,,,,2.0,33796050.0,-118394986.0,14479.0,1.0,,,,1.0,0101,261.0,PVR1YY,60376703.24301801,33311.0,3101.0,,96121.0,0.0,,,,1.0,,,1999.0,,,1515165.0,3436178.0,2016.0,1921013.0,38599.84,,,60376703243018.0,0.045320962747800016,2017-04-26
11794367,1.0,,,1.0,1.0,,,1.0,,,980.0,980.0,,,,,6037.0,,1.0,,,,2.0,34046500.0,-118237000.0,91243.0,1.0,,,,1.0,01HC,266.0,LAC2,60372060.311028,12447.0,3101.0,268057.0,95994.0,0.0,,,,,,,2007.0,,,150900.0,503743.0,2016.0,352843.0,6089.6,,,60372060311028.0,0.0105168026395,2017-05-04
10790974,1.0,,,3.0,2.0,,8.0,3.0,,,1354.0,1354.0,,,,,6037.0,,3.0,,,,2.0,34184000.0,-118598000.0,224297.0,1.0,,,,1.0,010C,266.0,LAWC,60371351.14200501,12447.0,3101.0,48570.0,96389.0,0.0,,,,1.0,,,1977.0,,,170537.0,381638.0,2016.0,211101.0,4691.61,,,60371351142005.0,0.0483362155737,2017-08-14
10924463,1.0,,,2.0,3.0,,8.0,2.0,,,1207.0,1207.0,,,,,6037.0,,2.0,,,,2.0,34207900.0,-118369000.0,164345.0,,,,,,010C,266.0,LARD3,60371230.20100501,12447.0,3101.0,41131.0,96375.0,0.0,,,,1.0,,,1973.0,,,116256.0,218580.0,2016.0,102324.0,2782.62,,,60371230201005.0,0.006528855836380001,2017-03-09
12013206,1.0,,,2.0,2.0,,7.0,2.0,,,1190.0,1190.0,,,,,6037.0,,2.0,,,,2.0,34096900.0,-118346000.0,,,,,,,012E,264.0,LAR3,60371899.022001,12447.0,3101.0,32059.0,96027.0,0.0,,,,1.0,,,1989.0,,,172366.0,546122.0,2016.0,373756.0,6602.77,,,60371899022001.0,0.0224291798002,2017-04-28
10802927,1.0,,,1.0,1.0,,7.0,1.0,,,706.0,706.0,,,,,6037.0,,1.0,,,,2.0,34170600.0,-118526000.0,40493.0,1.0,,,,1.0,010C,266.0,LAR3,60371395.031001,12447.0,3101.0,51906.0,96349.0,0.0,,,,1.0,,,1979.0,,,75500.0,220000.0,2016.0,144500.0,2620.77,,,60371395031001.0,0.0475684252241,2017-03-24
12019198,1.0,,,2.0,2.0,,9.0,2.0,,,1137.0,1137.0,,,,,6037.0,,2.0,,,,2.0,34092100.0,-118377000.0,62464.0,1.0,,,,1.0,010E,266.0,WDR4*,60377005.021000005,48424.0,3101.0,,96050.0,0.0,,,,1.0,,,1964.0,,,150996.0,376866.0,2016.0,225870.0,4686.64,,,60377005021000.0,0.0128320565569,2017-07-28
10904339,1.0,,,4.0,5.0,,9.0,4.0,,,4192.0,4192.0,,,,,6037.0,,4.0,,,,2.0,34160640.0,-118423454.0,7522.0,1.0,,,,1.0,0101,261.0,LAR1,60371246.00300101,12447.0,3101.0,27080.0,96424.0,0.0,,,,1.0,,,2009.0,,,515200.0,1234868.0,2016.0,719668.0,14905.88,,,60371246003001.0,0.173204756645,2017-08-28
12917947,1.0,,,1.0,3.0,,4.0,1.0,,,1122.0,1122.0,,,,,6037.0,,1.0,,,,2.0,34096247.0,-117924726.0,5977.0,,,,,,0100,261.0,LCA1*,60374054.00100301,24245.0,3101.0,,96473.0,0.0,,,,1.0,,,1952.0,,,98400.0,380000.0,2016.0,281600.0,5180.28,,,60374054001003.0,0.0252755889381,2017-05-05
11079240,1.0,,,4.0,4.0,,7.0,4.0,,,3595.0,3595.0,,,,,6037.0,,4.0,,,,2.0,34243663.0,-118616949.0,18525.0,1.0,,,,1.0,0101,261.0,LARA,60371132.37101801,12447.0,3101.0,37835.0,96346.0,0.0,,,,1.0,,,1979.0,,,521700.0,865000.0,2016.0,343300.0,10644.5,,,60371132371018.0,0.00942262292776,2017-08-08
11784710,1.0,,,2.0,0.0,,,2.0,,,1190.0,1190.0,,,,,6037.0,,2.0,,,,2.0,34045800.0,-118261000.0,74818.0,1.0,,,,1.0,010C,266.0,LAC2,60372077.101032,12447.0,3101.0,268118.0,95996.0,0.0,,,,1.0,,,2006.0,,,289949.0,704162.0,2016.0,414213.0,8614.22,,,60372077101032.0,0.0206696310064,2017-05-12
12163042,1.0,,,2.0,3.0,,8.0,2.0,,,1629.0,1629.0,,,,,6037.0,,2.0,,,,2.0,34203057.0,-118138562.0,11815.0,,,,,,0100,261.0,LCR110,60374602.00101,30187.0,3101.0,,96265.0,0.0,,,,1.0,,,1956.0,,,74896.0,490990.0,2016.0,416094.0,5890.74,,,60374602001010.0,-0.0904826064273,2017-05-10
11112457,1.0,,,3.0,3.0,,8.0,3.0,,,1513.0,1513.0,,,,,6037.0,,3.0,,,,2.0,34451292.0,-118549872.0,4775.0,1.0,,,,1.0,0104,261.0,SCUR2,60379201.09100699,54311.0,3101.0,48200.0,96377.0,0.0,,,,1.0,,,1995.0,,,293553.0,462902.0,2016.0,169349.0,6743.36,,,60379201091007.0,0.00759103944694,2017-05-09
11120128,1.0,,,3.0,2.0,,8.0,3.0,,,1106.0,1106.0,,,,,6037.0,,3.0,,,,2.0,34430300.0,-118551000.0,12677.0,,,,,,010C,266.0,SCUR3,60379201.152009,54311.0,3101.0,48200.0,96377.0,0.0,,,,1.0,,,1995.0,,,132943.0,227195.0,2016.0,94252.0,3823.56,,,60379201152009.0,0.0120228860993,2017-05-12
12111168,1.0,,,1.0,1.0,,9.0,1.0,,,711.0,711.0,,,,,6037.0,,1.0,,,,2.0,34142900.0,-118133000.0,29823.0,1.0,,,,1.0,010C,266.0,PSC-,60374636.013005,47019.0,3101.0,275405.0,96289.0,0.0,,,,1.0,,,2004.0,,,259421.0,345891.0,2016.0,86470.0,4142.32,,,60374636013005.0,-0.00917278459966,2017-04-14
12033719,1.0,,,2.0,2.0,,8.0,2.0,,,1226.0,1226.0,,,,,6037.0,,2.0,,,,2.0,34104300.0,-118314000.0,19574.0,,,,,,010C,266.0,LARD1.5,60371903.012001,12447.0,3101.0,32059.0,96009.0,0.0,,,,1.0,,,1962.0,,,163777.0,299857.0,2016.0,136080.0,3590.01,,,60371903012001.0,-0.0280588118291,2017-06-30
14438999,13.0,,,2.5,4.0,,,2.5,,,2987.0,2987.0,,,,,6059.0,2.0,2.0,2.0,588.0,,,33454537.0,-117639607.0,20800.0,1.0,,,,1.0,122,261.0,,60590421.11200601,13693.0,1286.0,,96983.0,8.0,,1.0,,,,,1979.0,2.0,,247704.0,372783.0,2016.0,125079.0,3792.54,,,60590421112006.0,0.08678532294019999,2017-06-23
11069709,1.0,,,3.0,2.0,,8.0,3.0,,,1253.0,1253.0,,,,,6037.0,,3.0,,,,2.0,34281164.0,-118578612.0,,,,,,,01DC,266.0,LAC4,60371082.021012,12447.0,3101.0,275078.0,96356.0,0.0,,,,1.0,,,2008.0,,,329956.0,472091.0,2016.0,142135.0,5733.88,,,60371082021012.0,-0.0280368109699,2017-08-25
11350488,1.0,,,5.0,6.0,,9.0,5.0,,,3674.0,3674.0,,,,,6037.0,,5.0,,,,2.0,34463580.0,-118668850.0,40307.0,1.0,,,,1.0,0101,261.0,LCA22*,60379201.061026,10734.0,3101.0,,96398.0,0.0,,,,1.0,,,2002.0,,,546925.0,889981.0,2016.0,343056.0,11517.45,,,60379201061026.0,0.08898109839330001,2017-02-22
11123974,1.0,,,3.0,3.0,,7.0,3.0,,,2272.0,2272.0,,,,,6037.0,,3.0,,,,2.0,34442960.0,-118479187.0,5360.0,,,,,,0100,261.0,LCA21*,60379200.281012,,3101.0,,96373.0,0.0,,,,1.0,,,2003.0,,,191321.0,457348.0,2016.0,266027.0,6165.75,,,60379200281012.0,0.00495907277775,2017-02-23
